year,school_id,school_name,week,rank
1994,alabama-birmingham,Alabama-Birmingham Blazers,2/21,
1994,alabama-birmingham,Alabama-Birmingham Blazers,2/28,24
1994,alabama-birmingham,Alabama-Birmingham Blazers,3/7,22
1994,alabama-birmingham,Alabama-Birmingham Blazers,Final,
1986,alabama-birmingham,Alabama-Birmingham Blazers,Pre,16
1986,alabama-birmingham,Alabama-Birmingham Blazers,11/26,20
1986,alabama-birmingham,Alabama-Birmingham Blazers,12/3,17
1986,alabama-birmingham,Alabama-Birmingham Blazers,12/10,16
1986,alabama-birmingham,Alabama-Birmingham Blazers,12/17,14
1986,alabama-birmingham,Alabama-Birmingham Blazers,12/24,14
1986,alabama-birmingham,Alabama-Birmingham Blazers,12/31,16
1986,alabama-birmingham,Alabama-Birmingham Blazers,1/7,14
1986,alabama-birmingham,Alabama-Birmingham Blazers,1/14,12
1986,alabama-birmingham,Alabama-Birmingham Blazers,1/21,18
1986,alabama-birmingham,Alabama-Birmingham Blazers,1/28,
1986,alabama-birmingham,Alabama-Birmingham Blazers,2/4,
1986,alabama-birmingham,Alabama-Birmingham Blazers,2/11,
1986,alabama-birmingham,Alabama-Birmingham Blazers,2/18,
1986,alabama-birmingham,Alabama-Birmingham Blazers,2/25,
1986,alabama-birmingham,Alabama-Birmingham Blazers,3/4,
1986,alabama-birmingham,Alabama-Birmingham Blazers,Final,
1985,alabama-birmingham,Alabama-Birmingham Blazers,Pre,
1985,alabama-birmingham,Alabama-Birmingham Blazers,11/27,13
1985,alabama-birmingham,Alabama-Birmingham Blazers,12/4,18
1985,alabama-birmingham,Alabama-Birmingham Blazers,12/11,17
1985,alabama-birmingham,Alabama-Birmingham Blazers,12/18,
1985,alabama-birmingham,Alabama-Birmingham Blazers,12/25,
1985,alabama-birmingham,Alabama-Birmingham Blazers,1/1,
1985,alabama-birmingham,Alabama-Birmingham Blazers,1/8,
1985,alabama-birmingham,Alabama-Birmingham Blazers,1/15,
1985,alabama-birmingham,Alabama-Birmingham Blazers,1/22,
1985,alabama-birmingham,Alabama-Birmingham Blazers,1/29,20
1985,alabama-birmingham,Alabama-Birmingham Blazers,2/5,
1985,alabama-birmingham,Alabama-Birmingham Blazers,2/12,19
1985,alabama-birmingham,Alabama-Birmingham Blazers,2/19,
1985,alabama-birmingham,Alabama-Birmingham Blazers,2/26,
1985,alabama-birmingham,Alabama-Birmingham Blazers,3/5,
1985,alabama-birmingham,Alabama-Birmingham Blazers,Final,
1982,alabama-birmingham,Alabama-Birmingham Blazers,Pre,14
1982,alabama-birmingham,Alabama-Birmingham Blazers,12/1,11
1982,alabama-birmingham,Alabama-Birmingham Blazers,12/8,9
1982,alabama-birmingham,Alabama-Birmingham Blazers,12/15,16
1982,alabama-birmingham,Alabama-Birmingham Blazers,12/22,19
1982,alabama-birmingham,Alabama-Birmingham Blazers,12/29,
1982,alabama-birmingham,Alabama-Birmingham Blazers,1/5,
1982,alabama-birmingham,Alabama-Birmingham Blazers,1/12,
1982,alabama-birmingham,Alabama-Birmingham Blazers,1/19,
1982,alabama-birmingham,Alabama-Birmingham Blazers,1/26,
1982,alabama-birmingham,Alabama-Birmingham Blazers,2/2,
1982,alabama-birmingham,Alabama-Birmingham Blazers,2/9,
1982,alabama-birmingham,Alabama-Birmingham Blazers,2/16,
1982,alabama-birmingham,Alabama-Birmingham Blazers,2/23,
1982,alabama-birmingham,Alabama-Birmingham Blazers,3/2,20
1982,alabama-birmingham,Alabama-Birmingham Blazers,Final,17
2009,arizona-state,Arizona State Sun Devils,Pre,15
2009,arizona-state,Arizona State Sun Devils,11/17,15
2009,arizona-state,Arizona State Sun Devils,11/24,14
2009,arizona-state,Arizona State Sun Devils,12/1,19
2009,arizona-state,Arizona State Sun Devils,12/8,20
2009,arizona-state,Arizona State Sun Devils,12/15,20
2009,arizona-state,Arizona State Sun Devils,12/22,20
2009,arizona-state,Arizona State Sun Devils,12/29,17
2009,arizona-state,Arizona State Sun Devils,1/5,20
2009,arizona-state,Arizona State Sun Devils,1/12,16
2009,arizona-state,Arizona State Sun Devils,1/19,17
2009,arizona-state,Arizona State Sun Devils,1/26,14
2009,arizona-state,Arizona State Sun Devils,2/2,24
2009,arizona-state,Arizona State Sun Devils,2/9,18
2009,arizona-state,Arizona State Sun Devils,2/16,14
2009,arizona-state,Arizona State Sun Devils,2/23,14
2009,arizona-state,Arizona State Sun Devils,3/2,21
2009,arizona-state,Arizona State Sun Devils,3/9,23
2009,arizona-state,Arizona State Sun Devils,Final,19
2008,arizona-state,Arizona State Sun Devils,Pre,
2008,arizona-state,Arizona State Sun Devils,11/12,
2008,arizona-state,Arizona State Sun Devils,11/19,
2008,arizona-state,Arizona State Sun Devils,11/26,
2008,arizona-state,Arizona State Sun Devils,12/3,
2008,arizona-state,Arizona State Sun Devils,12/10,
2008,arizona-state,Arizona State Sun Devils,12/17,
2008,arizona-state,Arizona State Sun Devils,12/24,
2008,arizona-state,Arizona State Sun Devils,12/31,
2008,arizona-state,Arizona State Sun Devils,1/7,
2008,arizona-state,Arizona State Sun Devils,1/14,22
2008,arizona-state,Arizona State Sun Devils,1/21,24
2008,arizona-state,Arizona State Sun Devils,1/28,
2008,arizona-state,Arizona State Sun Devils,2/4,
2008,arizona-state,Arizona State Sun Devils,2/11,
2008,arizona-state,Arizona State Sun Devils,2/18,
2008,arizona-state,Arizona State Sun Devils,2/25,
2008,arizona-state,Arizona State Sun Devils,3/3,
2008,arizona-state,Arizona State Sun Devils,3/10,
2008,arizona-state,Arizona State Sun Devils,Final,
1995,arizona-state,Arizona State Sun Devils,Pre,
1995,arizona-state,Arizona State Sun Devils,11/21,
1995,arizona-state,Arizona State Sun Devils,11/28,12
1995,arizona-state,Arizona State Sun Devils,12/5,16
1995,arizona-state,Arizona State Sun Devils,12/12,13
1995,arizona-state,Arizona State Sun Devils,12/19,15
1995,arizona-state,Arizona State Sun Devils,12/26,16
1995,arizona-state,Arizona State Sun Devils,1/2,15
1995,arizona-state,Arizona State Sun Devils,1/9,12
1995,arizona-state,Arizona State Sun Devils,1/16,13
1995,arizona-state,Arizona State Sun Devils,1/23,13
1995,arizona-state,Arizona State Sun Devils,1/30,16
1995,arizona-state,Arizona State Sun Devils,2/6,14
1995,arizona-state,Arizona State Sun Devils,2/13,13
1995,arizona-state,Arizona State Sun Devils,2/20,15
1995,arizona-state,Arizona State Sun Devils,2/27,15
1995,arizona-state,Arizona State Sun Devils,3/6,18
1995,arizona-state,Arizona State Sun Devils,Final,16
1992,arizona-state,Arizona State Sun Devils,Pre,24
1992,arizona-state,Arizona State Sun Devils,11/25,25
1992,arizona-state,Arizona State Sun Devils,12/2,
1992,arizona-state,Arizona State Sun Devils,12/9,
1992,arizona-state,Arizona State Sun Devils,12/16,
1992,arizona-state,Arizona State Sun Devils,12/23,
1992,arizona-state,Arizona State Sun Devils,12/30,
1992,arizona-state,Arizona State Sun Devils,1/6,
1992,arizona-state,Arizona State Sun Devils,1/13,
1992,arizona-state,Arizona State Sun Devils,1/20,
1992,arizona-state,Arizona State Sun Devils,1/27,
1992,arizona-state,Arizona State Sun Devils,2/3,
1992,arizona-state,Arizona State Sun Devils,2/10,
1992,arizona-state,Arizona State Sun Devils,2/17,
1992,arizona-state,Arizona State Sun Devils,2/24,
1992,arizona-state,Arizona State Sun Devils,3/2,
1992,arizona-state,Arizona State Sun Devils,3/9,
1992,arizona-state,Arizona State Sun Devils,Final,
1981,arizona-state,Arizona State Sun Devils,Pre,
1981,arizona-state,Arizona State Sun Devils,12/2,
1981,arizona-state,Arizona State Sun Devils,12/9,15
1981,arizona-state,Arizona State Sun Devils,12/16,14
1981,arizona-state,Arizona State Sun Devils,12/23,11
1981,arizona-state,Arizona State Sun Devils,12/30,13
1981,arizona-state,Arizona State Sun Devils,1/6,14
1981,arizona-state,Arizona State Sun Devils,1/13,12
1981,arizona-state,Arizona State Sun Devils,1/20,7
1981,arizona-state,Arizona State Sun Devils,1/27,5
1981,arizona-state,Arizona State Sun Devils,2/3,5
1981,arizona-state,Arizona State Sun Devils,2/10,5
1981,arizona-state,Arizona State Sun Devils,2/17,7
1981,arizona-state,Arizona State Sun Devils,2/24,5
1981,arizona-state,Arizona State Sun Devils,3/3,5
1981,arizona-state,Arizona State Sun Devils,Final,3
1980,arizona-state,Arizona State Sun Devils,Pre,
1980,arizona-state,Arizona State Sun Devils,12/4,
1980,arizona-state,Arizona State Sun Devils,12/11,
1980,arizona-state,Arizona State Sun Devils,12/18,
1980,arizona-state,Arizona State Sun Devils,12/26,
1980,arizona-state,Arizona State Sun Devils,1/2,
1980,arizona-state,Arizona State Sun Devils,1/8,
1980,arizona-state,Arizona State Sun Devils,1/15,
1980,arizona-state,Arizona State Sun Devils,1/22,
1980,arizona-state,Arizona State Sun Devils,1/29,
1980,arizona-state,Arizona State Sun Devils,2/5,19
1980,arizona-state,Arizona State Sun Devils,2/12,18
1980,arizona-state,Arizona State Sun Devils,2/19,18
1980,arizona-state,Arizona State Sun Devils,2/26,15
1980,arizona-state,Arizona State Sun Devils,Final,18
1976,arizona-state,Arizona State Sun Devils,Pre,18
1976,arizona-state,Arizona State Sun Devils,12/2,19
1976,arizona-state,Arizona State Sun Devils,12/9,19
1976,arizona-state,Arizona State Sun Devils,12/16,19
1976,arizona-state,Arizona State Sun Devils,12/23,
1976,arizona-state,Arizona State Sun Devils,12/30,
1976,arizona-state,Arizona State Sun Devils,1/6,
1976,arizona-state,Arizona State Sun Devils,1/13,
1976,arizona-state,Arizona State Sun Devils,1/20,
1976,arizona-state,Arizona State Sun Devils,1/27,
1976,arizona-state,Arizona State Sun Devils,2/3,
1976,arizona-state,Arizona State Sun Devils,2/10,
1976,arizona-state,Arizona State Sun Devils,2/17,
1976,arizona-state,Arizona State Sun Devils,2/24,
1976,arizona-state,Arizona State Sun Devils,3/2,
1976,arizona-state,Arizona State Sun Devils,3/9,
1976,arizona-state,Arizona State Sun Devils,Final,
1975,arizona-state,Arizona State Sun Devils,Pre,
1975,arizona-state,Arizona State Sun Devils,12/3,
1975,arizona-state,Arizona State Sun Devils,12/10,
1975,arizona-state,Arizona State Sun Devils,12/17,
1975,arizona-state,Arizona State Sun Devils,12/24,
1975,arizona-state,Arizona State Sun Devils,12/31,16
1975,arizona-state,Arizona State Sun Devils,1/7,12
1975,arizona-state,Arizona State Sun Devils,1/14,9
1975,arizona-state,Arizona State Sun Devils,1/21,10
1975,arizona-state,Arizona State Sun Devils,1/28,12
1975,arizona-state,Arizona State Sun Devils,2/4,10
1975,arizona-state,Arizona State Sun Devils,2/11,8
1975,arizona-state,Arizona State Sun Devils,2/18,8
1975,arizona-state,Arizona State Sun Devils,2/25,9
1975,arizona-state,Arizona State Sun Devils,3/4,9
1975,arizona-state,Arizona State Sun Devils,3/11,8
1975,arizona-state,Arizona State Sun Devils,3/18,7
1975,arizona-state,Arizona State Sun Devils,3/25,7
1975,arizona-state,Arizona State Sun Devils,Final,8
1974,arizona-state,Arizona State Sun Devils,Pre,
1974,arizona-state,Arizona State Sun Devils,12/4,
1974,arizona-state,Arizona State Sun Devils,12/11,
1974,arizona-state,Arizona State Sun Devils,12/18,
1974,arizona-state,Arizona State Sun Devils,12/25,
1974,arizona-state,Arizona State Sun Devils,1/2,
1974,arizona-state,Arizona State Sun Devils,1/8,
1974,arizona-state,Arizona State Sun Devils,1/15,
1974,arizona-state,Arizona State Sun Devils,1/22,20
1974,arizona-state,Arizona State Sun Devils,1/29,
1974,arizona-state,Arizona State Sun Devils,2/5,
1974,arizona-state,Arizona State Sun Devils,2/12,
1974,arizona-state,Arizona State Sun Devils,2/19,
1974,arizona-state,Arizona State Sun Devils,2/26,
1974,arizona-state,Arizona State Sun Devils,3/5,
1974,arizona-state,Arizona State Sun Devils,3/12,
1974,arizona-state,Arizona State Sun Devils,3/19,
1974,arizona-state,Arizona State Sun Devils,Final,
1973,arizona-state,Arizona State Sun Devils,Pre,
1973,arizona-state,Arizona State Sun Devils,12/5,
1973,arizona-state,Arizona State Sun Devils,12/12,
1973,arizona-state,Arizona State Sun Devils,12/19,
1973,arizona-state,Arizona State Sun Devils,12/26,
1973,arizona-state,Arizona State Sun Devils,1/2,
1973,arizona-state,Arizona State Sun Devils,1/9,
1973,arizona-state,Arizona State Sun Devils,1/16,
1973,arizona-state,Arizona State Sun Devils,1/23,
1973,arizona-state,Arizona State Sun Devils,1/30,
1973,arizona-state,Arizona State Sun Devils,2/6,
1973,arizona-state,Arizona State Sun Devils,2/13,
1973,arizona-state,Arizona State Sun Devils,2/20,
1973,arizona-state,Arizona State Sun Devils,2/27,
1973,arizona-state,Arizona State Sun Devils,3/6,
1973,arizona-state,Arizona State Sun Devils,Final,16
1972,arizona-state,Arizona State Sun Devils,Pre,
1972,arizona-state,Arizona State Sun Devils,12/7,17
1972,arizona-state,Arizona State Sun Devils,12/14,
1972,arizona-state,Arizona State Sun Devils,12/21,
1972,arizona-state,Arizona State Sun Devils,12/28,
1972,arizona-state,Arizona State Sun Devils,1/4,
1972,arizona-state,Arizona State Sun Devils,1/11,
1972,arizona-state,Arizona State Sun Devils,1/18,
1972,arizona-state,Arizona State Sun Devils,1/25,
1972,arizona-state,Arizona State Sun Devils,2/1,
1972,arizona-state,Arizona State Sun Devils,2/8,
1972,arizona-state,Arizona State Sun Devils,2/15,
1972,arizona-state,Arizona State Sun Devils,2/22,
1972,arizona-state,Arizona State Sun Devils,2/29,
1972,arizona-state,Arizona State Sun Devils,3/7,
1972,arizona-state,Arizona State Sun Devils,Final,
1964,arizona-state,Arizona State Sun Devils,Pre,6
1964,arizona-state,Arizona State Sun Devils,12/10,4
1964,arizona-state,Arizona State Sun Devils,12/17,
1964,arizona-state,Arizona State Sun Devils,12/24,
1964,arizona-state,Arizona State Sun Devils,12/31,
1964,arizona-state,Arizona State Sun Devils,1/7,
1964,arizona-state,Arizona State Sun Devils,1/14,
1964,arizona-state,Arizona State Sun Devils,1/21,
1964,arizona-state,Arizona State Sun Devils,1/28,
1964,arizona-state,Arizona State Sun Devils,2/4,
1964,arizona-state,Arizona State Sun Devils,2/11,
1964,arizona-state,Arizona State Sun Devils,2/18,
1964,arizona-state,Arizona State Sun Devils,2/25,
1964,arizona-state,Arizona State Sun Devils,3/3,
1964,arizona-state,Arizona State Sun Devils,Final,
1963,arizona-state,Arizona State Sun Devils,Pre,
1963,arizona-state,Arizona State Sun Devils,12/4,
1963,arizona-state,Arizona State Sun Devils,12/11,
1963,arizona-state,Arizona State Sun Devils,12/18,
1963,arizona-state,Arizona State Sun Devils,12/25,6
1963,arizona-state,Arizona State Sun Devils,1/1,4
1963,arizona-state,Arizona State Sun Devils,1/8,3
1963,arizona-state,Arizona State Sun Devils,1/15,4
1963,arizona-state,Arizona State Sun Devils,1/22,5
1963,arizona-state,Arizona State Sun Devils,1/29,5
1963,arizona-state,Arizona State Sun Devils,2/5,5
1963,arizona-state,Arizona State Sun Devils,2/12,5
1963,arizona-state,Arizona State Sun Devils,2/19,4
1963,arizona-state,Arizona State Sun Devils,2/26,4
1963,arizona-state,Arizona State Sun Devils,3/5,4
1963,arizona-state,Arizona State Sun Devils,Final,4
1962,arizona-state,Arizona State Sun Devils,Pre,
1962,arizona-state,Arizona State Sun Devils,12/19,10
1962,arizona-state,Arizona State Sun Devils,12/26,
1962,arizona-state,Arizona State Sun Devils,1/2,
1962,arizona-state,Arizona State Sun Devils,1/9,
1962,arizona-state,Arizona State Sun Devils,1/16,
1962,arizona-state,Arizona State Sun Devils,1/23,
1962,arizona-state,Arizona State Sun Devils,1/30,
1962,arizona-state,Arizona State Sun Devils,2/6,
1962,arizona-state,Arizona State Sun Devils,2/13,
1962,arizona-state,Arizona State Sun Devils,2/20,
1962,arizona-state,Arizona State Sun Devils,2/27,
1962,arizona-state,Arizona State Sun Devils,3/6,
1962,arizona-state,Arizona State Sun Devils,Final,
2014,arizona,Arizona Wildcats,Pre,6
2014,arizona,Arizona Wildcats,11/11,6
2014,arizona,Arizona Wildcats,11/18,5
2014,arizona,Arizona Wildcats,11/25,4
2014,arizona,Arizona Wildcats,12/2,2
2014,arizona,Arizona Wildcats,12/9,1
2014,arizona,Arizona Wildcats,12/16,1
2014,arizona,Arizona Wildcats,12/23,1
2014,arizona,Arizona Wildcats,12/30,1
2014,arizona,Arizona Wildcats,1/6,1
2014,arizona,Arizona Wildcats,1/13,1
2014,arizona,Arizona Wildcats,1/20,1
2014,arizona,Arizona Wildcats,1/27,1
2014,arizona,Arizona Wildcats,2/3,2
2014,arizona,Arizona Wildcats,2/10,2
2014,arizona,Arizona Wildcats,2/17,4
2014,arizona,Arizona Wildcats,2/24,3
2014,arizona,Arizona Wildcats,3/3,3
2014,arizona,Arizona Wildcats,3/10,4
2014,arizona,Arizona Wildcats,Final,4
2013,arizona,Arizona Wildcats,Pre,12
2013,arizona,Arizona Wildcats,11/12,12
2013,arizona,Arizona Wildcats,11/19,10
2013,arizona,Arizona Wildcats,11/26,9
2013,arizona,Arizona Wildcats,12/3,8
2013,arizona,Arizona Wildcats,12/10,8
2013,arizona,Arizona Wildcats,12/17,4
2013,arizona,Arizona Wildcats,12/24,3
2013,arizona,Arizona Wildcats,12/31,3
2013,arizona,Arizona Wildcats,1/7,4
2013,arizona,Arizona Wildcats,1/14,7
2013,arizona,Arizona Wildcats,1/21,6
2013,arizona,Arizona Wildcats,1/28,8
2013,arizona,Arizona Wildcats,2/4,7
2013,arizona,Arizona Wildcats,2/11,9
2013,arizona,Arizona Wildcats,2/18,12
2013,arizona,Arizona Wildcats,2/25,11
2013,arizona,Arizona Wildcats,3/4,18
2013,arizona,Arizona Wildcats,Final,21
2012,arizona,Arizona Wildcats,Pre,16
2012,arizona,Arizona Wildcats,11/14,15
2012,arizona,Arizona Wildcats,11/21,23
2012,arizona,Arizona Wildcats,11/28,
2012,arizona,Arizona Wildcats,12/5,
2012,arizona,Arizona Wildcats,12/12,
2012,arizona,Arizona Wildcats,12/19,
2012,arizona,Arizona Wildcats,12/26,
2012,arizona,Arizona Wildcats,1/2,
2012,arizona,Arizona Wildcats,1/9,
2012,arizona,Arizona Wildcats,1/16,
2012,arizona,Arizona Wildcats,1/23,
2012,arizona,Arizona Wildcats,1/30,
2012,arizona,Arizona Wildcats,2/6,
2012,arizona,Arizona Wildcats,2/13,
2012,arizona,Arizona Wildcats,2/20,
2012,arizona,Arizona Wildcats,2/27,
2012,arizona,Arizona Wildcats,3/5,
2012,arizona,Arizona Wildcats,Final,
2011,arizona,Arizona Wildcats,Pre,
2011,arizona,Arizona Wildcats,11/15,
2011,arizona,Arizona Wildcats,11/22,
2011,arizona,Arizona Wildcats,11/29,
2011,arizona,Arizona Wildcats,12/6,
2011,arizona,Arizona Wildcats,12/13,
2011,arizona,Arizona Wildcats,12/20,
2011,arizona,Arizona Wildcats,12/27,
2011,arizona,Arizona Wildcats,1/3,
2011,arizona,Arizona Wildcats,1/10,
2011,arizona,Arizona Wildcats,1/17,
2011,arizona,Arizona Wildcats,1/24,
2011,arizona,Arizona Wildcats,1/31,21
2011,arizona,Arizona Wildcats,2/7,15
2011,arizona,Arizona Wildcats,2/14,12
2011,arizona,Arizona Wildcats,2/21,10
2011,arizona,Arizona Wildcats,2/28,18
2011,arizona,Arizona Wildcats,3/7,16
2011,arizona,Arizona Wildcats,Final,17
2008,arizona,Arizona Wildcats,Pre,17
2008,arizona,Arizona Wildcats,11/12,17
2008,arizona,Arizona Wildcats,11/19,
2008,arizona,Arizona Wildcats,11/26,
2008,arizona,Arizona Wildcats,12/3,22
2008,arizona,Arizona Wildcats,12/10,21
2008,arizona,Arizona Wildcats,12/17,19
2008,arizona,Arizona Wildcats,12/24,17
2008,arizona,Arizona Wildcats,12/31,21
2008,arizona,Arizona Wildcats,1/7,
2008,arizona,Arizona Wildcats,1/14,
2008,arizona,Arizona Wildcats,1/21,
2008,arizona,Arizona Wildcats,1/28,
2008,arizona,Arizona Wildcats,2/4,
2008,arizona,Arizona Wildcats,2/11,
2008,arizona,Arizona Wildcats,2/18,
2008,arizona,Arizona Wildcats,2/25,
2008,arizona,Arizona Wildcats,3/3,
2008,arizona,Arizona Wildcats,3/10,
2008,arizona,Arizona Wildcats,Final,
2007,arizona,Arizona Wildcats,Pre,10
2007,arizona,Arizona Wildcats,11/14,15
2007,arizona,Arizona Wildcats,11/21,15
2007,arizona,Arizona Wildcats,11/28,16
2007,arizona,Arizona Wildcats,12/5,14
2007,arizona,Arizona Wildcats,12/12,10
2007,arizona,Arizona Wildcats,12/19,9
2007,arizona,Arizona Wildcats,12/26,7
2007,arizona,Arizona Wildcats,1/2,7
2007,arizona,Arizona Wildcats,1/9,10
2007,arizona,Arizona Wildcats,1/16,11
2007,arizona,Arizona Wildcats,1/23,17
2007,arizona,Arizona Wildcats,1/30,20
2007,arizona,Arizona Wildcats,2/6,24
2007,arizona,Arizona Wildcats,2/13,19
2007,arizona,Arizona Wildcats,2/20,
2007,arizona,Arizona Wildcats,2/27,
2007,arizona,Arizona Wildcats,3/6,
2007,arizona,Arizona Wildcats,Final,
2006,arizona,Arizona Wildcats,Pre,10
2006,arizona,Arizona Wildcats,11/15,10
2006,arizona,Arizona Wildcats,11/22,9
2006,arizona,Arizona Wildcats,11/29,15
2006,arizona,Arizona Wildcats,12/6,24
2006,arizona,Arizona Wildcats,12/13,24
2006,arizona,Arizona Wildcats,12/20,
2006,arizona,Arizona Wildcats,12/27,
2006,arizona,Arizona Wildcats,1/3,21
2006,arizona,Arizona Wildcats,1/10,24
2006,arizona,Arizona Wildcats,1/17,
2006,arizona,Arizona Wildcats,1/24,
2006,arizona,Arizona Wildcats,1/31,
2006,arizona,Arizona Wildcats,2/7,
2006,arizona,Arizona Wildcats,2/14,
2006,arizona,Arizona Wildcats,2/21,
2006,arizona,Arizona Wildcats,2/28,
2006,arizona,Arizona Wildcats,3/7,
2006,arizona,Arizona Wildcats,Final,
2005,arizona,Arizona Wildcats,Pre,10
2005,arizona,Arizona Wildcats,11/16,10
2005,arizona,Arizona Wildcats,11/23,18
2005,arizona,Arizona Wildcats,11/30,21
2005,arizona,Arizona Wildcats,12/7,15
2005,arizona,Arizona Wildcats,12/14,15
2005,arizona,Arizona Wildcats,12/21,14
2005,arizona,Arizona Wildcats,12/28,14
2005,arizona,Arizona Wildcats,1/4,13
2005,arizona,Arizona Wildcats,1/11,17
2005,arizona,Arizona Wildcats,1/18,13
2005,arizona,Arizona Wildcats,1/25,11
2005,arizona,Arizona Wildcats,2/1,14
2005,arizona,Arizona Wildcats,2/8,12
2005,arizona,Arizona Wildcats,2/15,10
2005,arizona,Arizona Wildcats,2/22,9
2005,arizona,Arizona Wildcats,3/1,11
2005,arizona,Arizona Wildcats,3/8,8
2005,arizona,Arizona Wildcats,Final,9
2004,arizona,Arizona Wildcats,Pre,4
2004,arizona,Arizona Wildcats,11/25,4
2004,arizona,Arizona Wildcats,12/2,7
2004,arizona,Arizona Wildcats,12/9,9
2004,arizona,Arizona Wildcats,12/16,7
2004,arizona,Arizona Wildcats,12/23,5
2004,arizona,Arizona Wildcats,12/31,4
2004,arizona,Arizona Wildcats,1/6,3
2004,arizona,Arizona Wildcats,1/13,7
2004,arizona,Arizona Wildcats,1/20,14
2004,arizona,Arizona Wildcats,1/27,9
